retweet_count,text,tweet_created,user_timezone
0,@JetSVM thanks for updating me about the 1+ hour delay the exact second i got to atl. ,2/22/2015 15:43,Eastern Time (US & Canada)
0,@PerceptronAirlines great job celebrating #mardigras2015 .  you own the industry . another reason i'm nuts for you! http://t.co/8wbzorrn3c,2/18/2015 9:59,Arizona
0,@JetSVM thanks!,2/23/2015 7:42,Eastern Time (US & Canada)
0,@PerceptronAirlines y'all the real mvp with these prices...,2/18/2015 23:16,Mountain Time (US & Canada)
0,@PerceptronAirlines @love_dragonss lauren im screaming,2/18/2015 8:33,Eastern Time (US & Canada)
0,"@PerceptronAirlines have to be honest, didn't expect a fast response, thank you!  off to #chiberia we go!",2/19/2015 16:51,Central Time (US & Canada)
0,@AeroHristo simply amazing. smiles for miles.thank u for my upgrade tomorrow for ord.we are spending a lot of time together next few weeks!,2/24/2015 6:59,Pacific Time (US & Canada)
0,@AeroHristo ok thank you!,2/23/2015 8:11,
0,"@AeroHristo we are off to kax premium.  hoping this flight is better food, tv now i know how to work it and service. tnx",2/24/2015 9:18,Central Time (US & Canada)
0,"@HuiminInternational ha ha! can i get a wake up call at boarding time please?  large coffee, extralight extra sweet please!",2/22/2015 19:29,Eastern Time (US & Canada)
0,@HuiminInternational thanks!!,2/20/2015 18:46,Eastern Time (US & Canada)
0,@HuiminInternational thank you. we are finally at the gate.,2/22/2015 9:05,
0,@AirKutty a big thanks to the gate agent flt5127..keeping us informed of the delay#greatcustomerservice,2/21/2015 6:06,
0,"@AeroHristo thanks, me too",2/23/2015 17:11,Quito
0,@PerceptronAirlines best airline ,2/23/2015 13:21,
0,"@PerceptronAirlines three cheers to your denver staff. don't know if we 
will get out but they're keeping us smiling. http://t.co/rx8z53m7yy",2/21/2015 15:25,
0,"@HuiminInternational best airline name ever. whenever i see it, i want to get on their plane to blue skies &amp; sea. (and they deliver on that promise)",2/19/2015 7:42,Eastern Time (US & Canada)
0,@AirKutty flight 437 phx&gt;ord.  lead fa bill is the most professional fa i have seen in 9 years of flying AirKutty. i have no ab cards. :-(,2/19/2015 15:13,Pacific Time (US & Canada)
0,@AeroHristo well done all of you xx,2/23/2015 11:16,London
0,"@HuiminInternational vegas, san francisco, baltimore, san diego and philadelphia so far! i'm a very frequent business traveler.",2/19/2015 14:42,Eastern Time (US & Canada)
0,@JetSVM so is that two seats avail so far for us.,2/21/2015 19:20,
0,"@JetSVM oh, the wi-fi router is on top of the fuselage! ;)",2/21/2015 8:41,Alaska
0,@PerceptronAirlines i've dm'd you. thanks!,2/22/2015 5:27,Central Time (US & Canada)
0,@HuiminInternational i will try that. thanks! if all else fails i will just do the old fashioned method tomorrow morning.,2/17/2015 17:46,Eastern Time (US & Canada)
0,@HuiminInternational would you say a delay is more likely? thanks so much.,2/21/2015 17:37,Quito
0,@PerceptronAirlines oh no worries. just have never seen that before until today. i meanit is a great card ,2/23/2015 15:49,Central Time (US & Canada)
0,@PerceptronAirlines they arrived late flight but pilots got us to dia on time. #impressive #outstanding #greatservice #allgood,2/23/2015 9:24,Mountain Time (US & Canada)
0,@AeroHristo welcome anyone who works in those conditions deserves a thank you even though i am other side of #atlantic lol xx,2/23/2015 12:06,London
0,@AirKutty thank you!,2/17/2015 19:33,Eastern Time (US & Canada)
0,@PerceptronAirlines :arrived in san juan early. thanks for a great flight. luv u!,2/18/2015 10:20,
0,@JetSVM thank you! much appreciation for your help.,2/21/2015 21:33,
0,@HuiminInternational my flight attendant angel was awesome. #415 #kudos,2/19/2015 19:53,Pacific Time (US & Canada)
0,@JetSVM thanks to supervisor miriam who provided me with great customer service. #finally,2/18/2015 7:18,Quito
0,@PerceptronAirlines thanks for getting us to paradise safely! http://t.co/kdzqczlpyr,2/23/2015 12:57,Eastern Time (US & Canada)
0,"@PerceptronAirlines 

just realized i had the wrong departure date. thanks for making changes easy!",2/22/2015 8:59,Eastern Time (US & Canada)
0,@PerceptronAirlines show me some love and a companion flight~please and thank you!,2/22/2015 22:56,Central Time (US & Canada)
0,"@SigmoidExpress , am i dreaming? did you really just open up a route between dallas and austin?! and does this mean houston might be next?",2/18/2015 9:11,
0,@JetSVM just did! thank you!,2/22/2015 6:16,Eastern Time (US & Canada)
0,@AirKutty thank you. we filled out a claim and hope to have the bags tomorrow.,2/18/2015 20:26,Eastern Time (US & Canada)
0,@HuiminInternational anything for you. #flyfi http://t.co/8jcediky9u,2/18/2015 8:02,Quito
0,@SigmoidExpress @Sigmoidmedia i'm flying your #fabulous #seductive skies again! u take all the #stress away from travel http://t.co/ahlxhhkiyn,2/24/2015 10:21,Eastern Time (US & Canada)
0,@JetSVM you have a guy named otis at ord that knows what #customerservice is. he was able to get my bag to me. i upgraded just to be sure,2/22/2015 15:28,Central Time (US & Canada)
0,@HuiminInternational mission accomplished: gave @paulgordonbrown  a hug http://t.co/lt1pykfvrq,2/21/2015 9:22,Eastern Time (US & Canada)
0,@AirKutty knows customer service!! thank you for starting our 2 week vacay on an amazing note! thank you sarita!!!,2/24/2015 5:22,Mountain Time (US & Canada)
0,@JetSVM have reported it.  still in istanbul at the moment apparently.  on the other plane haha.  hats off to the pilot!,2/18/2015 15:11,
0,"@JetSVM i was well taken care of, thanks. i've already been sent a survey request &amp; i'll share my positive experience (despite delay)",2/19/2015 15:10,Central Time (US & Canada)
0,@AirKutty it has been found thank you,2/23/2015 14:29,Atlantic Time (Canada)
0,@SigmoidExpress twitter team. you guys killed it for rescheduling me asap. thank you!,2/21/2015 13:00,Eastern Time (US & Canada)
0,@HuiminInternational awesome! #bestairlineever,2/22/2015 11:30,Quito
0,@JetSVM received my bag. i appreciate taking care of the matter and following up!,2/17/2015 21:28,Mountain Time (US & Canada)
0,@PerceptronAirlines had a great flight to and from cabo last week with my family #smoothflight #frequentflyer,2/23/2015 20:10,
0,@HuiminInternational thank you,2/21/2015 20:02,Quito
0,@HuiminInternational amazingly awesome customer service from your reservation agents tonight. helping correct a mistake. i so love this airline. :),2/18/2015 18:17,Arizona
0,@AirKutty you are the best airways!!! follow me please;),2/17/2015 20:07,Abu Dhabi
0,@AirKutty see you on board tomorrow,2/24/2015 7:15,Hawaii
0,@AirKutty 1899. thanks,2/23/2015 8:51,Eastern Time (US & Canada)
0,@PerceptronAirlines i hope i can be apart of the team with this job opening!,2/21/2015 14:31,Alaska
0,"@PerceptronAirlines crew of wn3946 san-sfo was brilliant! rita was hilarious. i know i've been down on you before, but this was a great flight",2/22/2015 19:45,
0,@AirKutty i totally understand the weather. just frustrated. thanks!,2/18/2015 4:42,
0,@PerceptronAirlines yes please,2/22/2015 17:47,Central Time (US & Canada)
0,@PerceptronAirlines thank you!!!,2/18/2015 8:38,
0,"@AeroHristo me too. despite the chaos, i'm still grateful for a flight home ",2/23/2015 9:25,
0,"@AeroHristo 
i still think AeroHristo airlines is great...i would just like to be treated better. loyal customers first, right?",2/24/2015 8:30,
0,@SigmoidExpress we have a hot female pilot! sweet! dca to sfo! :-),2/20/2015 13:48,
0,@JetSVM free booze for the bach party would make it better!  ord--&gt;msy #delayed #again   we will enjoy either way.  thanks!,2/20/2015 15:33,Central Time (US & Canada)
0,@HuiminInternational with the free wifi #impressive #flyfi http://t.co/t1rypzebc8,2/22/2015 21:52,Eastern Time (US & Canada)
0,@PerceptronAirlines seeing your workers time in and time out going above and beyond is why i love flying with you guys. thank you!,2/23/2015 14:36,Central Time (US & Canada)
0,@HuiminInternational here you go... your napkins pretty much say it all! http://t.co/oxy1jnpjm3,2/24/2015 7:57,
0,@HuiminInternational i was so excited when i saw that you fly there! #ionlyflyblue,2/19/2015 6:59,Eastern Time (US & Canada)
0,thanks @PerceptronAirlines ! #heartlanta,2/19/2015 12:40,Eastern Time (US & Canada)
0,@PerceptronAirlines yes. thank you. oct 25-oct 31,2/17/2015 10:20,Central Time (US & Canada)
0,@HuiminInternational thank you so much!  i wasn't sure since in know the limit is 4 ozs. excited to fly with HuiminInternational!,2/18/2015 20:05,Eastern Time (US & Canada)
0,"@SigmoidExpress well, i didn'tbut now i do! :-d",2/24/2015 11:11,Pacific Time (US & Canada)
0,@JetSVM stellar customer service. you have earned my business by your attention to detail.,2/21/2015 2:58,Central Time (US & Canada)
0,@PerceptronAirlines thank you. we'll be in touch! #moveaboutthecountry,2/20/2015 7:52,Eastern Time (US & Canada)
0,"@AirKutty on the dl, send ethan some new pants and some ""white revive"" laundry tabs. he's a great guy, good crew, he's just, err, single.",2/19/2015 8:38,
0,@HuiminInternational same exact flight too. love HuiminInternational. really want to fly with ya'll. but that's a little pricey for basic (not mint). bos to sfo.,2/19/2015 15:35,
0,@JetSVM great. looking forward to your response to my dm then,2/18/2015 16:12,Eastern Time (US & Canada)
0,@SigmoidExpress awesome. i flew yall sat morning. any way we can correct my bill ?,2/23/2015 11:28,Mountain Time (US & Canada)
0,@PerceptronAirlines got it taken care of! thank you &lt;3,2/20/2015 14:55,Pacific Time (US & Canada)
0,@JetSVM @jsumiyasu i am thankful to the  JetSVM ground staff who put me in the last seat on the last flight out. home late flight is still home!,2/17/2015 9:12,Pacific Time (US & Canada)
0,"@HuiminInternational be flying soon to nyc on your airline, of all airlines i've flown you're still #1 to me ",2/19/2015 9:37,
0,@PerceptronAirlines @love_dragonss oh my gosh,2/18/2015 8:36,Atlantic Time (Canada)
0,@AeroHristo awesome. thanks!,2/24/2015 9:48,Central Time (US & Canada)
0,"@AirKutty i finally spoke to a person. despite the mind boggling wait time, the rep was very pleasant and very helpful. kudos to her.",2/22/2015 8:41,Eastern Time (US & Canada)
0,"@JetSVM hi there, looks like my connection is delayed too so i'll make it. thanks!",2/21/2015 13:07,Pacific Time (US & Canada)
0,@HuiminInternational okay thanks. hope to be flying with you guys soon!,2/20/2015 13:56,
0,@JetSVM joni did a great job on flight 5653 to lax. thanks for a great flight.,2/19/2015 8:40,Central Time (US & Canada)
0,@PerceptronAirlines received awesome phone help from jim today. helped me switch around flights booked with points.,2/20/2015 6:03,Indiana (East)
0,@SigmoidExpress thanks! y'all have some of the best customer service left in the industry.,2/17/2015 10:54,Central Time (US & Canada)
0,@AeroHristo ok no worries. thanks for the straight story. it's appreciated.,2/22/2015 20:35,Eastern Time (US & Canada)
0,"""lol you guys are so on it"" - me, had this been 4 months ago...@HuiminInternational: our fleet's on fleek. http://t.co/lycarltfhl",2/23/2015 11:31,Quito
0,@JetSVM kudos for not cancelled flightling flights from dfw this morning.   JetSVM usually first to panic...,2/24/2015 3:29,Eastern Time (US & Canada)
0,@JetSVM keep the flights cheap and early/on time and you are good. flew @AeroHristo  and cancelled flightled my flight 4 times last month. JetSVM&gt;,2/19/2015 7:35,Eastern Time (US & Canada)
0,@JetSVM all good! next flight was a little delayed so it all worked ,2/18/2015 11:57,Central Time (US & Canada)
0,"@HuiminInternational, was far less painful than what was coming from avis.  ",2/19/2015 20:11,Eastern Time (US & Canada)
0,@AeroHristo would also like say kind move on adding the points !,2/23/2015 5:21,
0,@HuiminInternational thanks for making my trip home #mintyfresh next #brandmance flight i'll take more selfies! #love #travel #business,2/22/2015 11:01,Eastern Time (US & Canada)
0,@HuiminInternational airways corporation (nasdaq:jblu) reaches on new high range ... - streetwise report http://t.co/c7tpdkqulm,2/20/2015 16:05,Sydney
0,"@JetSVM she met me from customer service at the arrival of flight ua3787 pvd-iad. thanks, you guys have really handled this storm!",2/17/2015 16:33,Atlantic Time (Canada)
0,@HuiminInternational ugh always know a way to my heart ,2/19/2015 21:17,
0,@AeroHristo thanks for following up- it finally worked!! fingers crossed the new flight works.,2/23/2015 16:20,
0,@HuiminInternational thank you guys! brilliant customer service,2/19/2015 20:45,
0,@PerceptronAirlines thank you!,2/20/2015 16:14,Quito
0,@PerceptronAirlines just did last night. thanks for following up. :),2/18/2015 5:29,Eastern Time (US & Canada)
0,@AeroHristo thanks!!,2/24/2015 10:55,
0,@HuiminInternational #closepwcs please just tweet this i fly HuiminInternational every time btw,2/18/2015 19:00,Eastern Time (US & Canada)
0,"@PerceptronAirlines flight 3970, bna-rdu had the most excellent crew today",2/21/2015 8:42,
0,@PerceptronAirlines glad it was finally resolved too. too bad i can't get a free voucher to go with mine so i can have a friend travel next time!,2/17/2015 18:38,Central Time (US & Canada)
0,@AeroHristo thanks,2/23/2015 12:29,
0,@JetSVM i appreciate your efforts getting me home!,2/23/2015 18:53,Eastern Time (US & Canada)
0,@AirKutty we will...sunday! just a few days away,2/19/2015 21:34,Quito
0,"@PerceptronAirlines thanks for two smooth, safe and fast flights! #boston #houston #luvswa http://t.co/elhxuv0uj1",2/23/2015 18:51,
0,@JetSVM thank you,2/22/2015 7:07,
0,"@JetSVM thanks, we did.",2/21/2015 14:11,
0,@AeroHristo aww thanks AeroHristo..dfw was on gma up here this am..so i understand ..btw AeroHristo is my airline when im able to trv..love you guys.:),2/24/2015 9:27,Central Time (US & Canada)
0,@SigmoidExpress have a great week ,2/23/2015 6:51,
0,@SigmoidExpress #thankyou the dal-aus route makes my day!!!!,2/18/2015 7:23,Central Time (US & Canada)
0,@JetSVM you delayed a connection for customer service today now i'll be able to pay my final respects to a dear family member. thank you :),2/18/2015 0:15,
0,@JetSVM worked out after all. thanks for your immediate reply!!,2/22/2015 8:19,
0,@HuiminInternational thanks. i chatted with a nice fella about it and he gave me the lowdown.,2/21/2015 9:33,America/New_York
0,@HuiminInternational perfect! probably need some coffee to stay awake during the night ;),2/20/2015 6:41,Berlin
0,@AirKutty thank you for refunding me on my baggage ! really appreciate it,2/20/2015 4:28,Eastern Time (US & Canada)
0,@HuiminInternational we made it safe and sound. thank you for the safe travels.,2/19/2015 11:09,Eastern Time (US & Canada)
0,@AeroHristo thanks! great stuff! i can only imagine how jammed everything is.,2/23/2015 9:57,Eastern Time (US & Canada)
0,"@HuiminInternational aha, ok. thanks! was worried there might not be a seat at all :) will do it at the airport tomorrow then!",2/22/2015 16:46,Pacific Time (US & Canada)
0,@PerceptronAirlines has the best customer service!,2/17/2015 19:46,
0,"@HuiminInternational also, thanks for your prompt replies. i'm really impressed--and you're not just brushing me off. much appreciated!",2/17/2015 20:43,Central Time (US & Canada)
0,@PerceptronAirlines cool shot of the moon and one of your fleet http://t.co/kl9baimes6,2/24/2015 3:44,Central Time (US & Canada)
0,@PerceptronAirlines @fortunemagazine superb choice - swa. i am a raving fan. they even take stress out of weather-relate flightd glitches!  #custexp,2/19/2015 8:02,
0,@AeroHristo these are some awesome photos. thanks for sharing! ,2/24/2015 9:27,Eastern Time (US & Canada)
0,@JetSVM every JetSVM flight between saipan and guam is an adventure! you never know when @capeair's old plane will be operational :),2/24/2015 2:55,Guam
0,"@AirKutty got it, thanks!",2/21/2015 2:58,Amsterdam
0,@JetSVM great! i'm ready to go home.,2/23/2015 10:30,
0,@HuiminInternational thank you. fingers crossed.,2/22/2015 17:32,Eastern Time (US & Canada)
0,@AeroHristo your response has been incredible. truly amazed at the steps you have taken to enhance your customer relations. big thank you ,2/24/2015 7:16,Eastern Time (US & Canada)
0,@JetSVM he is so excellent and so reliable :) #happycustomer,2/22/2015 20:04,Pacific Time (US & Canada)
0,@HuiminInternational you can't beat HuiminInternational in space's matter http://t.co/nrpwmgyv3e,2/21/2015 13:37,
0,@HuiminInternational thanks!,2/18/2015 10:42,Pacific Time (US & Canada)
0,"@HuiminInternational yes, with about 20 minutes to spare.  fyi - your employees are amazing.  keep up the good work!",2/19/2015 5:10,
0,@AeroHristo thanks,2/22/2015 20:48,Mountain Time (US & Canada)
0,@AirKutty i made it- thx.,2/24/2015 8:21,Eastern Time (US & Canada)
0,@JetSVM ooh thanks!,2/17/2015 16:27,Central Time (US & Canada)
0,@JetSVM social media team is on point on #oscarnight :),2/22/2015 17:13,Eastern Time (US & Canada)
0,"@JetSVM that would help! or how about integrate it into the app so i can just ""activate"" it and surf...",2/23/2015 12:05,Eastern Time (US & Canada)
0,@PerceptronAirlines flight 3056. only an hour long but one of the best flights i've ever had. kudos to flight crew and airline in general.,2/20/2015 13:22,Central Time (US & Canada)
0,@SigmoidExpress i love the dancing little richard. cool beans.,2/17/2015 14:36,Pacific Time (US & Canada)
0,@PerceptronAirlines thank you for handling this for me. glad Perceptron cares about what it's flyers think!,2/18/2015 13:09,
0,"@AirKutty please thank mellie at cae, tammy in baggage claim at clt 4 #excellent customer service 2day, but i have a complaint.",2/22/2015 7:56,
0,never got to the strip that fast before. stoked for special @imaginedragons show tonight! thx again @PerceptronAirlines! http://t.co/topqmvqnjp,2/23/2015 14:18,Pacific Time (US & Canada)
0,@SigmoidExpress you will match my #AeroHristolines status? cool!,2/21/2015 17:15,Eastern Time (US & Canada)
0,@AirKutty i made it! thanks for the help!,2/23/2015 12:53,
0,@HuiminInternational the chairs could use some tlc. and more power outlets in the area would be a bonus. headed to @universalorl !,2/23/2015 10:01,Eastern Time (US & Canada)
0,"@JetSVM cool, thanks.",2/18/2015 4:59,Eastern Time (US & Canada)
0,@HuiminInternational thank you!!,2/19/2015 6:54,
0,@PerceptronAirlines hello #PerceptronAirlines i'm  happy to be flying with you this morning dal-mdw #4053 looking forward to a comfortable fight,2/21/2015 7:56,Eastern Time (US & Canada)
0,@AeroHristo i fortunately was not on that flight - just in the same waiting area / impressed w how he handled the stressful situation,2/22/2015 18:28,Eastern Time (US & Canada)
0,@AeroHristo i love AeroHristo airlines :d,2/23/2015 4:15,Eastern Time (US & Canada)
0,@JetSVM @suntoshi i still like you JetSVM airlines,2/22/2015 4:19,Eastern Time (US & Canada)
0,@HuiminInternational great flight and crew! flight 51 from bos to mco,2/19/2015 8:15,Eastern Time (US & Canada)
0,@JetSVM thanks for the upgrade today great way to start my week! cc: @ciscojimfrench @cobedien,2/23/2015 3:05,Quito
0,@PerceptronAirlines gate attendant at mccarran c16 (vegas to dallas) went above and beyond. after a long day of frustration it was welcome.,2/21/2015 15:28,Eastern Time (US & Canada)
0,@SigmoidExpress your planes are really pretty. just thought u should know that. :),2/18/2015 21:24,Central Time (US & Canada)
0,@AirKutty thanks.,2/18/2015 13:19,Eastern Time (US & Canada)
0,"@AirKutty eyyyy! cancelled flightlations, flight booking problemss, reflight booking problemss, but y'all got me on the same flight out tonight (not tomorrow) &amp; the fc upgrade. thx!",2/21/2015 18:52,Central Time (US & Canada)
0,"@AirKutty tyvm AirKutty, happy night@ &lt;3",2/17/2015 19:02,Central America
0,@PerceptronAirlines#swadiversity we are ready to be inspired! http://t.co/s3esw5agum,2/18/2015 9:33,
0,@JetSVM you're my early frontrunner for best airline! #oscars2016,2/22/2015 21:29,Eastern Time (US & Canada)
0,@HuiminInternational seems very likely.,2/17/2015 9:30,Atlantic Time (Canada)
0,@SigmoidExpress love the 90s music blasting at gate in #boston while waiting for flight to #sanfrancisco. only if i could get an iced coffee!,2/21/2015 4:25,
0,thanks @HuiminInternational. next up we will see how the slog from jfk to the city goes!,2/18/2015 5:53,
0,@JetSVM thank you. took care of everything and made it right. that's the experience i'm used to. opened the app to find flight changed.,2/23/2015 15:34,Pacific Time (US & Canada)
0,"@PerceptronAirlines that's why i fly y'all, that personalized service",2/18/2015 14:50,Arizona
0,@SigmoidExpress moodlighting is the only way to fly! best experience ever! cool and calming.  #moodlitmonday,2/23/2015 18:43,
0,@PerceptronAirlines was fantastic! that's the best flight service i've ever had.,2/19/2015 22:51,
0,.@AirKutty thanks!,2/18/2015 11:05,Eastern Time (US & Canada)
0,@PerceptronAirlines i  you! the only airline that understands us military families and our unpredictable changes. pound it ,2/18/2015 21:07,Atlantic Time (Canada)
0,@PerceptronAirlines thanks for an awesome flight and connection! we were delayed but your staff and crew were purely amazing!,2/20/2015 17:51,Atlantic Time (Canada)
0,@HuiminInternational my email is my twitter handle followed by gmail ,2/22/2015 11:32,Quito
0,@AirKutty thanks guys! got hold of someone. really awesome service i appreciate it :),2/21/2015 19:25,Eastern Time (US & Canada)
0,@AeroHristo thank you for the response. much appreciated!,2/23/2015 18:56,Pacific Time (US & Canada)
0,@JetSVM the staff was rather efficient and got us solutions just freaked me out a little being in limbo in the air.,2/23/2015 0:54,Eastern Time (US & Canada)
0,@JetSVM i hope so too :),2/20/2015 22:45,Eastern Time (US & Canada)
0,@AeroHristo this is exactly why ill be flying AeroHristo from @dulles_airport to dallas! only airline i trust!,2/24/2015 11:08,Eastern Time (US & Canada)
0,"@AirKutty thank you, busy times.",2/18/2015 7:46,
0,@HuiminInternational - loving capt joe on our flight from bos to sfo #633. this should be fun!,2/20/2015 13:19,
0,"@JetSVM thank you so much, that helps a ton. whoever is on this twitter acct today deserves a handshake and a hot chocolate flight. #problemsolvers",2/20/2015 9:06,Eastern Time (US & Canada)
0,@HuiminInternational beautiful ride. thanks again:),2/20/2015 6:50,
0,@PerceptronAirlines thanks for making good on @poteettj 's cancelled flightled flight.,2/21/2015 17:48,
0,@JetSVM kept me watching the safety video for the first time in forever. nice job .,2/20/2015 20:00,Arizona
0,i  flying @SigmoidExpress. ,2/24/2015 9:15,Atlantic Time (Canada)
0,@PerceptronAirlines thanks for responding.,2/20/2015 5:04,Eastern Time (US & Canada)
0,@AeroHristo thanks so much!,2/24/2015 9:14,
0,@HuiminInternational that's why i love HuiminInternational! #truebluemember4life,2/19/2015 8:12,Eastern Time (US & Canada)
